Created,Day,Tweet ID,Full Text,Quote Full Text,Hashtags,Not mask or face covering related,HBM Related,Perceived Benefits,Perceived Barriers,Perceived Severity,Perceived Susceptibility,HBM Related AutoFill
Thu Jul 16 00:22:20 +0000 2020,198,1283557545915932675,"So #Oklahoma's Governor tested positive for #COVID as the state surges in cases, especially in the Tulsa area, yet he still has no plans to pass a mandatory mask mandate. Sending out some heartfelt #totsandpears. 🙄",,Oklahoma COVID totsandpears,0,1,0,0,0,1,1
Tue Jul 07 16:22:27 +0000 2020,189,1280537675179622401,this is important but remember that mandatory masks are NOT shaming its consequence,,,0,0,0,0,0,0,0
Mon Aug 03 21:20:07 +0000 2020,216,1290397058894114823,"@murphymike @gtconway3d It’s just like the mask thing. Once they saw the COVID numbers in red states, the politicians had to try to walk back Trump’s no mask nonsense.",,,0,0,0,0,0,0,0
Tue Apr 07 15:46:47 +0000 2020,98,1247551403670646785,"@realDonaldTrump Yeah they fucked up at first, but then they gave you test kits, suggested mass testing, mass mask using, protect medical personnel, lock down major cities -- pretty much learn from China. You rejected everything, because pride, because ""China is red"".
 Lives matter more than pride",,,0,0,0,0,0,0,0
Sat Jun 27 23:50:41 +0000 2020,179,1277026597187403776,"Please pull your face covering up when I pass you out hiking. Let’s show one another kindness and decency on the trails, k? https://t.co/EKGp60VJmQ","A friendly reminder - if you can't maintain 6 ft. of physical distance from others not in your immediate household, even in outdoor public spaces, be sure to wear a face mask. Thank you for helping #SlowtheSpread of #COVID19. https://t.co/zcFwY9PfYf",,0,1,1,0,0,0,1
Fri Jul 17 19:26:15 +0000 2020,199,1284207808997662724,@thetealizard @nytimes And the worst places in the country for covid are...you guessed it...where masks are being worn.,,,0,1,0,1,0,0,1
Wed Aug 05 15:19:06 +0000 2020,218,1291030982057918465,Wear a mask !! They are magic ! https://t.co/n46rMjTC9q,,,0,1,1,0,0,0,1
Sun Jul 12 06:35:18 +0000 2020,194,1282201853372047360,@Bill_Maxwell_ So she has covid-19 and he's still not wearing a mask brains didn't fall far from a tree did they now,,,0,0,0,0,0,0,0
Wed Jun 24 03:02:13 +0000 2020,176,1275625248637894657,"Now I’ll feel safer going outside , wearing my mask, instead of getting looks of derision from flat earthers who refuse to wear masks themselves. #WearADamnMask #FlattenTheCurve https://t.co/pgVcRLsmZx",BREAKING: Washington Governor Jay Inslee has instituted a statewide mask requirement. Masks will be required indoors in public and outdoors when you cannot maintain 6 feet of social distancing. #Q13FOX,WearADamnMask FlattenTheCurve,0,1,1,0,0,0,1
Thu Jun 18 02:49:34 +0000 2020,170,1273447738135531520,Just following guidelines.... 😷😷👍 #WearAMask #SocialDistancing https://t.co/i2TYsCnqCC,,WearAMask SocialDistancing,0,1,1,0,0,0,1
Thu Jul 30 21:18:16 +0000 2020,212,1288947038311387137,"Quick sneak peak of a topic covered in our upcoming August 2020 issue of Science in Autism Treatment: Teaching children with autism to tolerate mask wearing. Stay Safe! Wear! Your! Masks! 
 Don’t feel the FOMO, subscribe here for free! Takes seconds! https://t.co/3veoDDqKV7",,,0,1,1,0,0,0,1
Fri Aug 07 00:59:27 +0000 2020,220,1291539419783020544,"@Evanryt @DPD_ I’ve always assumed that messaging was to keep Americans from buying N95 masks needed for healthcare workers, who more desperately needed them than the general population.",,,0,0,0,0,0,0,0
Thu Jul 30 12:00:17 +0000 2020,212,1288806616989683714,"My guess: some are people wearing masks that are too big &amp; the mask slides down their nose without them noticing. Also: “But I can breath better when I wear it like this &amp; my glasses don’t fog.” Well why would that be, ‘ey? https://t.co/LHXSZlITsE","What is it with the nose thing? Most people in Antwerp streets are wearing masks now, but about a third of them leave their noses sticking out over the top of the mask: indoors, outdoors, on bikes, on public transport. What is their problem? Do they think their noses are special?",,0,1,0,1,0,0,1
Thu Jul 30 00:23:44 +0000 2020,212,1288631328343236614,lol remember when my ex girlfriend and her sister laughed at me for being scared of corona in its early stages on the people mover &amp; covering my face with my jacket bc i didn’t wanna risk anything? cause i do fuck you ivy,,,0,0,0,0,0,0,0
Sat May 30 22:04:47 +0000 2020,151,1266853085198061570,"Why are protesters breaking into retail stores that are probably struggling due to #COVID19 and destroying news vans and vandalizing businesses? Also, where are your masks? We’re still in a pandemic. Can’t we protest peacefully?",,COVID19,0,0,0,0,0,0,0
Fri Aug 07 00:52:47 +0000 2020,220,1291537740958330881,lmaooo people on tiktok are calling me Karen bc I said to wear a mask! The video was people in HB...go figure! LOL! WEAR A MASK! https://t.co/xiwlRxL765,,,0,1,1,0,0,0,1
Wed Jun 03 03:49:05 +0000 2020,155,1268026897067208706,@RachelNotley Put a mask on ! Actually 20 masks on even after Covid 🙄,,,0,1,1,0,0,0,1
Thu Jul 02 18:36:10 +0000 2020,184,1278759387381800973,@toddhoadley @NewsHour Send the kids with mask back to in person school. Expert just said that it’s worse for them to stay home than getting Covid. For mental and wellbeing state. I beg you.. please have in person school,,,0,1,1,0,0,0,1
Tue Jun 16 20:24:49 +0000 2020,168,1272988521159065600,"some residents not following recommendations to maintain social distance, avoid large gatherings and wear a mask in public. #p2 #dcpolitics #alpolitics And Trump is bringing Thousands of Outsiders to Oklahoma. #okpolitics https://t.co/LOrL2EIrFQ",,p2 dcpolitics alpolitics okpolitics,0,1,0,1,0,0,1
Sun Jul 19 20:29:00 +0000 2020,201,1284948376153251840,"@harryxstylews that’s exactly how i understood it. i understand where people are coming from, but i think not enough people realize that the US is one of the only places things are still so bad, and in most of Europe it’s not nearly as dangerous so H is allowed to not wear a mask.",,,0,0,0,0,0,0,0
Tue Jun 16 16:55:01 +0000 2020,168,1272935726842351616,"By now, chances are you know the advice on protecting yourself and others from COVID-19: Keep your distance. Wear a mask. Wash your hands. And so on. But here's one bit of advice to think about too: Eat healthy foods. &gt;&gt; https://t.co/a9ycxLBnLE",,,0,1,1,0,0,0,1
Sun Jul 05 01:21:28 +0000 2020,187,1279586157974650881,@ashfranks05 Most people in NDG don't even know how to put trash in a trash can. What hope is there that they'll be able to wear a mask properly?,,,0,1,0,1,0,0,1
Fri Jun 19 10:01:39 +0000 2020,171,1273918862778662914,"((((Royal FM )))) Germany condition is not like our weather so, we can't compare our conditions to Germany condition...let's us wear the nose mask and fight against Covid-19....",,,0,1,1,0,0,0,1
Sun Aug 02 07:10:08 +0000 2020,215,1289820762400935937,(Coventry Telegraph):#Families 'face ban' on indoor get-togethers amid 2nd spike fears : Covid-19 is on the rise across the country - and measures in the North West could be even more strident .. https://t.co/JHbsPz7OlL https://t.co/bF6frBUOsy,,Families,0,1,0,0,0,1,1
Sat Jun 27 01:20:52 +0000 2020,179,1276686902897197056,@profgalloway The US is crazy. How is wearing a mask during a pandemic so controversial?,,,0,1,0,1,0,0,1
Fri Jul 10 05:57:15 +0000 2020,192,1281467503370072065,"@IngrahamAngle REPUBLICANS WILL KILL YOU!
 DEMOCRATS WILL PROTECT YOU &amp; KEEP YOU ALIVE!
 

 EXAMPLE: SPINELESS MAGGOT DO NOTHING RUMP WHO IS REPUBLICAN HAS TOLD PEOPLE TO INJECT THEMSELVES WITH HOUSEHOLD CLEANERS!
 DEMOCRATS SAY WEAR MASKS, SOCIAL DISTANCING AT SIX FEET, HAND SANITIZERS &amp; WASH HANDS",,,0,0,0,0,0,0,0
Mon Jun 08 10:34:10 +0000 2020,160,1269940776177410048,@ResponseWMP Birmingham is a city not a dog kennel. Please go back to Sheffield dogs. I dare you to stand in front of me and call Birmingham a multicultural cesspit. The COVID19 masks were invented for you IDIOT!,,,0,0,0,0,0,0,0
Thu Jul 23 16:37:16 +0000 2020,205,1286339607118872578,"@trumpgirl64 @hsojlightfoot @kaitlancollins @male_taurean That’s how @realDonaldTrump has navigated this pandemic for himself since the start, or have you not yet noticed? He has invisible, #govmint paid ‘mask’ that tests for / screens out #Coronovirus spreaders before they can get near him. Trump leads by example, so do as he does.",,govmint Coronovirus,0,0,0,0,0,0,0
Tue Jun 30 18:38:18 +0000 2020,182,1278035148756463617,"@saradioboy Sorry Virginia, Santa caught covid and died because daddy and aunt Karen wouldn’t wear their masks.",,,0,0,0,0,0,0,0
Wed Jul 22 18:01:35 +0000 2020,204,1285998438610538502,"My 30th birthday trip to LA was cancelled due to #covid19 
 

 I want to see my friends in Toronto in the fall so everyone get over yourselves, google ‘smizing’ and wear a goddamn mask!",,covid19,0,1,1,0,0,0,1
Mon Feb 03 17:41:58 +0000 2020,34,1224387566079623168,I went to pharmacies looking for masks this weekend None had ANY of any kind told they re being sent to China The pharmacists I spoke with don t even have masks for their own use All were open counter exposed to public and NONE had any respiratory protective gear at all,,,0,1,0,1,0,0,1
Mon Aug 03 21:00:59 +0000 2020,216,1290392242998435841,"@Mephistophilles @guardian @HMCTSgovuk @DWP I'm going to stamp my feet until SOMEBODY DOES SOMETHING. Oh dear, nobody is listening to me. I better pop off to the shops to buy some more bedwetting pads and because I'm such a goody goody I'll be sure to wear my mask. Here's a clicky linky! https://t.co/OuQRSZyYBX",,,0,0,0,0,0,0,0
Tue Jul 28 21:28:50 +0000 2020,210,1288224924067336192,"@BustersBrew @LimesJodi @JuliansRum @traychelle255 @stella_immanuel You mean Dr Fauci who called this wrong from the jump? 
 Nothing to worry about oh then panic
 Close everything
 Whoops almost collapsed the hospital system
 Don't wear a mask if you're healthy
 Wear a mask ... especially on camera
 I trust him as far as I can throw my refrigerator https://t.co/HnhKVgR2bl",,,0,1,0,1,0,0,1
Thu Jun 18 18:01:20 +0000 2020,170,1273677191365169152,"#ThursdayTestimony
 

 𝓒𝓸𝓷𝓽𝓪𝓬𝓽 𝓤𝓼⠀
 📞(702) 274-6559
 https://t.co/Ot06GAVVi9
 

 #lasvegas #summerlin #beauty #face #medspa #vegas #selfcare #love #esthetician #wellness #allergies #allergy #support #community #pandemic https://t.co/N1powpc0m7",,ThursdayTestimony lasvegas summerlin beauty face medspa vegas selfcare love esthetician wellness allergies allergy support community pandemic,1,0,0,0,0,0,0
Sat Apr 25 17:44:02 +0000 2020,116,1254103893128216584,"When nearly 6 million face masks arrived at Medline's Chicago distribution center earlier this month, they had already traveled more than 7,000 miles to supply around 20 coronavirus hotspots around the country https://t.co/ywlXEI3aBY",,,0,0,0,0,0,0,0
Mon Jul 06 00:45:01 +0000 2020,188,1279939372566171650,"Context - 35 deaths per day is about 449 per year per 1M population, and growing. The annual death rate in Texas is ~7360 per 1M/yr. Assuming nobody has died from COVID-19 who would be otherwise still alive, this is a 6% increase in fatalities. So very sad to accept! #wearamask https://t.co/eU3lGgJH1Y","29 new deaths reported today in Texas. The 7-day average is ~35 deaths per day.
 @KXAN_News https://t.co/O6n0lU313R",wearamask,0,1,1,0,1,1,1
Tue Jul 07 06:10:17 +0000 2020,189,1280383618934886400,@GovTimWalz Expose the truth of covid 19 unmask the world now,,,0,1,0,1,0,0,1
Wed Jun 17 02:47:12 +0000 2020,169,1273084754812796929,So the Giants want yo distance themselves from this cat? Why ever would they do that? #MasksOn https://t.co/fTk0fxcBWm,Take your #coronavirus mask &amp; stick it where the sun don’t shine. https://t.co/iJt4cNidlj,MasksOn,0,1,1,0,0,0,1
Thu Jul 16 22:01:08 +0000 2020,198,1283884398795005952,"@MattHancock this is fraud.
 

 You are a fraud.
 

 #NoMasks #SackHancock #JohnsonMustGo https://t.co/zbQlzoRXDj","I read this and was appalled. It's from Oxford's CEBM &amp; two very talented Professors @carlheneghan &amp; Prof Loke.
 

 I just can't believe PHE could be so incompetent - it's scandalous.
 

 Read for yourselves.
 

 Judgement reserved until PHE comment- @PHE_uk?
 

 https://t.co/35GVOhVxIZ https://t.co/B2uEjUOTsX",NoMasks SackHancock JohnsonMustGo,0,1,0,1,0,0,1
Fri Aug 07 18:35:00 +0000 2020,220,1291805054643699714,The message encourages residents to ‘Mask Up’ to help fight the spread of COVID-19. https://t.co/XObgXo3IZA,,,0,1,1,0,0,0,1
Wed Jun 24 14:09:06 +0000 2020,176,1275793071981105152,This hits on so many levels #WearADamnMask https://t.co/mblKBpL5uf,"It's really important that we all wear masks to protect ourselves and each other from the
 

 *checks notes*
 

 bubonic plague https://t.co/tLJJpSRbuu https://t.co/QX1JfvwuHo",WearADamnMask,0,1,1,0,0,0,1
Mon Jul 06 17:06:13 +0000 2020,188,1280186302353342464,but if you wear a mask because you are avoiding cameras and before covid it was creepy to were them then are you fight the system or already dead Wasn t log ago NYC was making laws where people couldn t wear face coverings,,,0,0,0,0,0,0,0
Wed Aug 05 07:48:56 +0000 2020,218,1290917690920570882,"@stoicmel @JulietSkillern @jinzesqa @simondolan The Health Protection (Coronavirus, Wearing of Face Coverings on Public Transport) (England) Regulations 2020 https://t.co/u9zOu4QlMH",,,0,0,0,0,0,0,0
Wed Apr 22 20:39:22 +0000 2020,113,1253060853303259136,"@mslaraduff @HegliK @VaccinesToday Total shutdown not needed if mass testing + social distancing + masks STRICTY followed + contact tracing with quarantine.
 

 But in big countries, with many cases already, this would need to start with a *massive* effort, beyond what is realistic tbh.",,,0,1,1,0,0,0,1
Tue Jul 28 12:10:36 +0000 2020,210,1288084440883789827,@mckinnonwg @sprad_a @ASlavitt There is a slight misconception when it comes to COVID and the outdoors. The reason it is generally safe not to wear a mask outdoors is bc you can easily socially distance. It’s a balance between masks and s.d. I saw aerial footage of a church group on the beach...,,,0,1,1,0,0,0,1
Tue Jul 28 14:31:22 +0000 2020,210,1288119866478608385,"@tweet_der @notsonormalnow @HKrassenstein Treatments are limited because Trump refused to place strict protocols from the beginning and limit the spread of the virus. I am socially distancing and wearing a mask if I go to public, so the chance of me getting it is very low. I suggest you listen to the CDC and do the same",,,0,1,1,0,0,0,1
Sun Jul 12 22:40:12 +0000 2020,194,1282444678932111363,VIROLOGISTS in UK say in the UK TELEGRAPH that continued Social Distancing Sanitizing and MASKS are leading to the IMMUNE SYSTEM WEAKENING and T CELLS going DORMANT leading to MANY MORE HEALTH Issues than COVID Common Sense here,,,0,1,0,1,0,0,1
Sun Apr 05 08:16:57 +0000 2020,96,1246713424530169856,"Taiwan offers masks and medical aid to foreign countries, angering Beijing https://t.co/6LBywNdyQB",,,0,0,0,0,0,0,0
Tue Jul 28 11:06:25 +0000 2020,210,1288068289357385728,"reconsider all your future plans that you had before this pandemic, if you never had to think twice before you make plans that involves money, and if this pandemic has changed nothing for you except for wearing a mask, staying at home, and ranting about it, then",,,0,0,0,0,0,0,0
